Name,County,station,date,cnt_entries,cnt_exits
Richmond,Contra Costa,RICH,2020-01-01,1046,1305
Richmond,Contra Costa,RICH,2020-01-02,3480,3198
Richmond,Contra Costa,RICH,2020-01-03,3595,3375
Richmond,Contra Costa,RICH,2020-01-04,1801,1737
Richmond,Contra Costa,RICH,2020-01-05,1300,1291
Richmond,Contra Costa,RICH,2020-01-06,4144,3966
Richmond,Contra Costa,RICH,2020-01-07,4317,4169
Richmond,Contra Costa,RICH,2020-01-08,4340,4155
Richmond,Contra Costa,RICH,2020-01-09,4152,4074
Richmond,Contra Costa,RICH,2020-01-10,4241,4139
Richmond,Contra Costa,RICH,2020-01-11,1904,1860
Richmond,Contra Costa,RICH,2020-01-12,1194,1218
Richmond,Contra Costa,RICH,2020-01-13,4179,4100
Richmond,Contra Costa,RICH,2020-01-14,4426,4389
Richmond,Contra Costa,RICH,2020-01-15,4421,4295
Richmond,Contra Costa,RICH,2020-01-16,4094,3966
Richmond,Contra Costa,RICH,2020-01-17,4129,3953
Richmond,Contra Costa,RICH,2020-01-18,1959,1960
Richmond,Contra Costa,RICH,2020-01-19,1221,1328
Richmond,Contra Costa,RICH,2020-01-20,2283,2229
Richmond,Contra Costa,RICH,2020-01-22,4598,4485
Richmond,Contra Costa,RICH,2020-01-23,4562,4454
Richmond,Contra Costa,RICH,2020-01-24,4555,4307
Richmond,Contra Costa,RICH,2020-01-25,1970,2040
Richmond,Contra Costa,RICH,2020-01-26,1265,1311
Richmond,Contra Costa,RICH,2020-01-27,4549,4367
Richmond,Contra Costa,RICH,2020-01-28,4680,4541
Richmond,Contra Costa,RICH,2020-01-29,4640,4468
Richmond,Contra Costa,RICH,2020-01-30,4672,4530
Richmond,Contra Costa,RICH,2020-01-31,4516,4311
Richmond,Contra Costa,RICH,2020-02-01,1877,1969
Richmond,Contra Costa,RICH,2020-02-02,1297,1341
Richmond,Contra Costa,RICH,2020-02-03,4507,4313
Richmond,Contra Costa,RICH,2020-02-04,4585,4487
Richmond,Contra Costa,RICH,2020-02-05,4595,4532
Richmond,Contra Costa,RICH,2020-02-06,4681,4544
Richmond,Contra Costa,RICH,2020-02-07,4423,4287
Richmond,Contra Costa,RICH,2020-02-08,2150,2124
Richmond,Contra Costa,RICH,2020-02-09,1311,1295
Richmond,Contra Costa,RICH,2020-02-10,4425,4227
Richmond,Contra Costa,RICH,2020-02-11,4831,4685
Richmond,Contra Costa,RICH,2020-02-12,4567,4560
Richmond,Contra Costa,RICH,2020-02-13,4685,4557
Richmond,Contra Costa,RICH,2020-02-14,4271,4042
Richmond,Contra Costa,RICH,2020-02-15,1358,825
Richmond,Contra Costa,RICH,2020-02-16,1382,1386
Richmond,Contra Costa,RICH,2020-02-17,2656,2566
Richmond,Contra Costa,RICH,2020-02-18,4829,4540
Richmond,Contra Costa,RICH,2020-02-20,4559,4368
Richmond,Contra Costa,RICH,2020-02-21,4388,4062
Richmond,Contra Costa,RICH,2020-02-22,1964,1953
Richmond,Contra Costa,RICH,2020-02-23,1299,1262
Richmond,Contra Costa,RICH,2020-02-25,4782,4651
Richmond,Contra Costa,RICH,2020-02-26,4626,4508
Richmond,Contra Costa,RICH,2020-02-27,4664,4499
Richmond,Contra Costa,RICH,2020-02-28,4417,4208
Richmond,Contra Costa,RICH,2020-02-29,1909,1999
Richmond,Contra Costa,RICH,2020-03-01,1325,1301
Richmond,Contra Costa,RICH,2020-03-02,4404,4242
Richmond,Contra Costa,RICH,2020-03-03,4633,4502
Richmond,Contra Costa,RICH,2020-03-04,4581,4387
Richmond,Contra Costa,RICH,2020-03-05,4474,4395
Richmond,Contra Costa,RICH,2020-03-06,4134,3920
Richmond,Contra Costa,RICH,2020-03-07,1677,1754
Richmond,Contra Costa,RICH,2020-03-08,1191,1157
Richmond,Contra Costa,RICH,2020-03-09,4048,3905
Richmond,Contra Costa,RICH,2020-03-10,3800,3762
Richmond,Contra Costa,RICH,2020-03-11,3786,3755
Richmond,Contra Costa,RICH,2020-03-12,3535,3422
Richmond,Contra Costa,RICH,2020-03-13,3103,2995
Richmond,Contra Costa,RICH,2020-03-14,1165,1192
Richmond,Contra Costa,RICH,2020-03-15,842,835
Richmond,Contra Costa,RICH,2020-03-16,2255,2270
Richmond,Contra Costa,RICH,2020-03-17,1178,1222
Richmond,Contra Costa,RICH,2020-03-18,1151,1137
Richmond,Contra Costa,RICH,2020-03-19,1154,1156
Richmond,Contra Costa,RICH,2020-03-20,1047,1069
Richmond,Contra Costa,RICH,2020-03-21,496,484
Richmond,Contra Costa,RICH,2020-03-22,358,342
Richmond,Contra Costa,RICH,2020-03-23,905,860
Richmond,Contra Costa,RICH,2020-03-24,776,804
Richmond,Contra Costa,RICH,2020-03-25,825,824
Richmond,Contra Costa,RICH,2020-03-26,814,795
Richmond,Contra Costa,RICH,2020-03-27,845,831
Richmond,Contra Costa,RICH,2020-03-28,342,334
Richmond,Contra Costa,RICH,2020-03-29,264,266
Richmond,Contra Costa,RICH,2020-03-30,773,759
Richmond,Contra Costa,RICH,2020-03-31,793,768
Richmond,Contra Costa,RICH,2020-04-01,802,762
Richmond,Contra Costa,RICH,2020-04-02,796,775
Richmond,Contra Costa,RICH,2020-04-03,770,745
Richmond,Contra Costa,RICH,2020-04-04,281,307
Richmond,Contra Costa,RICH,2020-04-05,232,204
Richmond,Contra Costa,RICH,2020-04-06,682,673
Richmond,Contra Costa,RICH,2020-04-07,711,709
Richmond,Contra Costa,RICH,2020-04-08,695,676
Richmond,Contra Costa,RICH,2020-04-09,662,684
Richmond,Contra Costa,RICH,2020-04-10,687,671
Richmond,Contra Costa,RICH,2020-04-11,332,349
Richmond,Contra Costa,RICH,2020-04-12,214,215
Richmond,Contra Costa,RICH,2020-04-13,672,634
Richmond,Contra Costa,RICH,2020-04-14,696,682
Richmond,Contra Costa,RICH,2020-04-15,723,679
Richmond,Contra Costa,RICH,2020-04-16,685,676
Richmond,Contra Costa,RICH,2020-04-17,679,701
Richmond,Contra Costa,RICH,2020-04-18,334,341
Richmond,Contra Costa,RICH,2020-04-19,240,228
Richmond,Contra Costa,RICH,2020-04-20,666,624
Richmond,Contra Costa,RICH,2020-04-21,677,672
Richmond,Contra Costa,RICH,2020-04-22,701,674
Richmond,Contra Costa,RICH,2020-04-23,699,680
Richmond,Contra Costa,RICH,2020-04-24,702,664
Richmond,Contra Costa,RICH,2020-04-25,341,381
Richmond,Contra Costa,RICH,2020-04-26,255,258
Richmond,Contra Costa,RICH,2020-04-27,708,657
Richmond,Contra Costa,RICH,2020-04-29,719,679
Richmond,Contra Costa,RICH,2020-04-30,685,675
Richmond,Contra Costa,RICH,2020-05-01,756,744
Richmond,Contra Costa,RICH,2020-05-02,371,406
Richmond,Contra Costa,RICH,2020-05-03,308,307
Richmond,Contra Costa,RICH,2020-05-04,766,722
Richmond,Contra Costa,RICH,2020-05-05,756,730
Richmond,Contra Costa,RICH,2020-05-06,783,774
Richmond,Contra Costa,RICH,2020-05-07,753,728
Richmond,Contra Costa,RICH,2020-05-08,765,754
Richmond,Contra Costa,RICH,2020-05-09,419,404
Richmond,Contra Costa,RICH,2020-05-10,279,300
Richmond,Contra Costa,RICH,2020-05-11,715,737
Richmond,Contra Costa,RICH,2020-05-12,801,783
Richmond,Contra Costa,RICH,2020-05-13,768,761
Richmond,Contra Costa,RICH,2020-05-14,813,793
Richmond,Contra Costa,RICH,2020-05-15,838,796
Richmond,Contra Costa,RICH,2020-05-16,398,458
Richmond,Contra Costa,RICH,2020-05-17,298,277
Richmond,Contra Costa,RICH,2020-05-18,798,761
Richmond,Contra Costa,RICH,2020-05-19,853,834
Richmond,Contra Costa,RICH,2020-05-20,815,818
Richmond,Contra Costa,RICH,2020-05-21,896,827
Richmond,Contra Costa,RICH,2020-05-22,880,824
Richmond,Contra Costa,RICH,2020-05-23,386,447
Richmond,Contra Costa,RICH,2020-05-24,321,347
Richmond,Contra Costa,RICH,2020-05-25,429,401
Richmond,Contra Costa,RICH,2020-05-26,852,836
Richmond,Contra Costa,RICH,2020-05-27,916,892
Richmond,Contra Costa,RICH,2020-05-28,899,885
Richmond,Contra Costa,RICH,2020-05-29,920,900
Richmond,Contra Costa,RICH,2020-05-30,420,451
Richmond,Contra Costa,RICH,2020-05-31,335,344
Richmond,Contra Costa,RICH,2020-06-01,909,865
Richmond,Contra Costa,RICH,2020-06-02,906,891
Richmond,Contra Costa,RICH,2020-06-03,950,949
Richmond,Contra Costa,RICH,2020-06-04,1011,1004
Richmond,Contra Costa,RICH,2020-06-05,1038,1028
Richmond,Contra Costa,RICH,2020-06-06,466,515
Richmond,Contra Costa,RICH,2020-06-07,398,400
Richmond,Contra Costa,RICH,2020-06-08,1015,982
Richmond,Contra Costa,RICH,2020-06-09,1064,1100
Richmond,Contra Costa,RICH,2020-06-10,1140,1176
Richmond,Contra Costa,RICH,2020-06-11,1129,1128
Richmond,Contra Costa,RICH,2020-06-12,1040,1041
Richmond,Contra Costa,RICH,2020-06-13,525,537
Richmond,Contra Costa,RICH,2020-06-14,401,401
Richmond,Contra Costa,RICH,2020-06-15,1031,1027
Richmond,Contra Costa,RICH,2020-06-16,1093,1090
Richmond,Contra Costa,RICH,2020-06-17,1105,1130
Richmond,Contra Costa,RICH,2020-06-18,1109,1100
Richmond,Contra Costa,RICH,2020-06-19,1164,1120
Richmond,Contra Costa,RICH,2020-06-20,559,591
Richmond,Contra Costa,RICH,2020-06-21,441,439
Richmond,Contra Costa,RICH,2020-06-22,1102,1071
Richmond,Contra Costa,RICH,2020-06-23,1069,1044
Richmond,Contra Costa,RICH,2020-06-24,1105,1125
Richmond,Contra Costa,RICH,2020-06-25,1109,1109
Richmond,Contra Costa,RICH,2020-06-26,1121,1047
Richmond,Contra Costa,RICH,2020-06-27,514,570
Richmond,Contra Costa,RICH,2020-06-28,439,431
Richmond,Contra Costa,RICH,2020-06-29,1117,1050
Richmond,Contra Costa,RICH,2020-06-30,1135,1134
Richmond,Contra Costa,RICH,2020-07-01,1168,1136
Richmond,Contra Costa,RICH,2020-07-02,1170,1185
Richmond,Contra Costa,RICH,2020-07-03,878,840
Richmond,Contra Costa,RICH,2020-07-04,466,519
Richmond,Contra Costa,RICH,2020-07-05,453,447
Richmond,Contra Costa,RICH,2020-07-06,1171,1101
Richmond,Contra Costa,RICH,2020-07-07,1182,1153
Richmond,Contra Costa,RICH,2020-07-08,1173,1112
Richmond,Contra Costa,RICH,2020-07-09,1184,1148
Richmond,Contra Costa,RICH,2020-07-10,1148,1118
Richmond,Contra Costa,RICH,2020-07-11,590,601
Richmond,Contra Costa,RICH,2020-07-12,451,413
Richmond,Contra Costa,RICH,2020-07-13,1088,1083
Richmond,Contra Costa,RICH,2020-07-14,1116,1072
Richmond,Contra Costa,RICH,2020-07-15,1129,1119
Richmond,Contra Costa,RICH,2020-07-16,1132,1121
Richmond,Contra Costa,RICH,2020-07-17,1171,1144
Richmond,Contra Costa,RICH,2020-07-18,533,572
Richmond,Contra Costa,RICH,2020-07-19,420,405
Richmond,Contra Costa,RICH,2020-07-20,1076,1000
Richmond,Contra Costa,RICH,2020-07-21,1116,1099
Richmond,Contra Costa,RICH,2020-07-22,1064,1072
Richmond,Contra Costa,RICH,2020-07-23,1128,1076
Richmond,Contra Costa,RICH,2020-07-24,1027,1029
Richmond,Contra Costa,RICH,2020-07-25,562,572
Richmond,Contra Costa,RICH,2020-07-26,486,477
Richmond,Contra Costa,RICH,2020-07-27,1057,996
Richmond,Contra Costa,RICH,2020-07-28,1163,1064
Richmond,Contra Costa,RICH,2020-07-29,1145,1109
Richmond,Contra Costa,RICH,2020-07-30,1130,1159
Richmond,Contra Costa,RICH,2020-07-31,1121,1088
Richmond,Contra Costa,RICH,2020-08-01,551,547
Richmond,Contra Costa,RICH,2020-08-02,470,426
Richmond,Contra Costa,RICH,2020-08-03,1146,1074
Richmond,Contra Costa,RICH,2020-08-04,1168,1100
Richmond,Contra Costa,RICH,2020-08-05,1118,1102
Richmond,Contra Costa,RICH,2020-08-06,1148,1110
Richmond,Contra Costa,RICH,2020-08-07,1147,1101
Richmond,Contra Costa,RICH,2020-08-08,553,594
Richmond,Contra Costa,RICH,2020-08-09,429,423
Richmond,Contra Costa,RICH,2020-08-10,1104,1064
Richmond,Contra Costa,RICH,2020-08-11,1190,1155
Richmond,Contra Costa,RICH,2020-08-12,1149,1138
Richmond,Contra Costa,RICH,2020-08-13,1145,1088
Richmond,Contra Costa,RICH,2020-08-14,1089,1074
Richmond,Contra Costa,RICH,2020-08-15,581,607
Richmond,Contra Costa,RICH,2020-08-16,401,413
Richmond,Contra Costa,RICH,2020-08-17,1118,1041
Richmond,Contra Costa,RICH,2020-08-18,1217,1164
Richmond,Contra Costa,RICH,2020-08-19,1132,1089
Richmond,Contra Costa,RICH,2020-08-20,1098,1047
Richmond,Contra Costa,RICH,2020-08-21,1116,1086
Richmond,Contra Costa,RICH,2020-08-22,592,601
Richmond,Contra Costa,RICH,2020-08-23,394,394
Richmond,Contra Costa,RICH,2020-08-24,1114,1088
Richmond,Contra Costa,RICH,2020-08-25,1173,1107
Richmond,Contra Costa,RICH,2020-08-26,1166,1190
Richmond,Contra Costa,RICH,2020-08-27,1149,1151
Richmond,Contra Costa,RICH,2020-08-28,1195,1148
Richmond,Contra Costa,RICH,2020-08-29,577,562
Richmond,Contra Costa,RICH,2020-08-30,427,432
Richmond,Contra Costa,RICH,2020-08-31,1120,1081
Richmond,Contra Costa,RICH,2020-09-01,1157,1134
Richmond,Contra Costa,RICH,2020-09-02,1143,1124
Richmond,Contra Costa,RICH,2020-09-03,1176,1104
Richmond,Contra Costa,RICH,2020-09-04,1162,1110
Richmond,Contra Costa,RICH,2020-09-05,625,580
Richmond,Contra Costa,RICH,2020-09-06,446,431
Richmond,Contra Costa,RICH,2020-09-07,482,454
Richmond,Contra Costa,RICH,2020-09-08,1144,1142
Richmond,Contra Costa,RICH,2020-09-09,1103,1092
Richmond,Contra Costa,RICH,2020-09-10,1150,1085
Richmond,Contra Costa,RICH,2020-09-11,1132,1100
Richmond,Contra Costa,RICH,2020-09-12,536,543
Richmond,Contra Costa,RICH,2020-09-13,230,260
Richmond,Contra Costa,RICH,2020-09-14,1117,1085
Richmond,Contra Costa,RICH,2020-09-15,1209,1117
Richmond,Contra Costa,RICH,2020-09-16,1194,1128
Richmond,Contra Costa,RICH,2020-09-17,1166,1130
Richmond,Contra Costa,RICH,2020-09-18,1230,1166
Richmond,Contra Costa,RICH,2020-09-19,657,618
Richmond,Contra Costa,RICH,2020-09-20,494,453
Richmond,Contra Costa,RICH,2020-09-21,1131,1126
Richmond,Contra Costa,RICH,2020-09-22,1231,1141
Richmond,Contra Costa,RICH,2020-09-23,1161,1159
Richmond,Contra Costa,RICH,2020-09-24,1176,1159
Richmond,Contra Costa,RICH,2020-09-25,1220,1185
Richmond,Contra Costa,RICH,2020-09-26,655,674
Richmond,Contra Costa,RICH,2020-09-27,502,461
Richmond,Contra Costa,RICH,2020-09-28,1123,1100
Richmond,Contra Costa,RICH,2020-09-29,1244,1232
Richmond,Contra Costa,RICH,2020-09-30,1204,1177
Richmond,Contra Costa,RICH,2020-10-01,1209,1191
Richmond,Contra Costa,RICH,2020-10-02,1270,1249
Richmond,Contra Costa,RICH,2020-10-03,695,690
Richmond,Contra Costa,RICH,2020-10-04,530,468
Richmond,Contra Costa,RICH,2020-10-05,1168,1130
Richmond,Contra Costa,RICH,2020-10-06,1217,1214
Richmond,Contra Costa,RICH,2020-10-07,1253,1184
Richmond,Contra Costa,RICH,2020-10-08,1217,1176
Richmond,Contra Costa,RICH,2020-10-09,1168,1185
Richmond,Contra Costa,RICH,2020-10-10,628,644
Richmond,Contra Costa,RICH,2020-10-11,506,500
Richmond,Contra Costa,RICH,2020-10-12,1099,1040
Richmond,Contra Costa,RICH,2020-10-13,1186,1140
Richmond,Contra Costa,RICH,2020-10-14,1176,1179
Richmond,Contra Costa,RICH,2020-10-15,1181,1156
Richmond,Contra Costa,RICH,2020-10-16,1211,1182
Richmond,Contra Costa,RICH,2020-10-17,653,638
Richmond,Contra Costa,RICH,2020-10-18,521,486
Richmond,Contra Costa,RICH,2020-10-19,1188,1168
Richmond,Contra Costa,RICH,2020-10-20,1182,1192
Richmond,Contra Costa,RICH,2020-10-21,1262,1246
Richmond,Contra Costa,RICH,2020-10-22,1248,1164
Richmond,Contra Costa,RICH,2020-10-23,1272,1209
Richmond,Contra Costa,RICH,2020-10-24,645,659
Richmond,Contra Costa,RICH,2020-10-25,506,502
Richmond,Contra Costa,RICH,2020-10-26,1170,1150
Richmond,Contra Costa,RICH,2020-10-27,1281,1223
Richmond,Contra Costa,RICH,2020-10-28,1241,1222
Richmond,Contra Costa,RICH,2020-10-29,1229,1197
Richmond,Contra Costa,RICH,2020-10-30,1287,1260
Richmond,Contra Costa,RICH,2020-10-31,688,693
Richmond,Contra Costa,RICH,2020-11-01,529,518
Richmond,Contra Costa,RICH,2020-11-02,1207,1213
Richmond,Contra Costa,RICH,2020-11-03,1189,1166
Richmond,Contra Costa,RICH,2020-11-04,1206,1191
Richmond,Contra Costa,RICH,2020-11-05,1224,1183
Richmond,Contra Costa,RICH,2020-11-06,1213,1164
Richmond,Contra Costa,RICH,2020-11-07,685,663
Richmond,Contra Costa,RICH,2020-11-08,527,489
Richmond,Contra Costa,RICH,2020-11-09,1188,1169
Richmond,Contra Costa,RICH,2020-11-10,1218,1166
Richmond,Contra Costa,RICH,2020-11-11,1091,1072
Richmond,Contra Costa,RICH,2020-11-12,1213,1178
Richmond,Contra Costa,RICH,2020-11-13,1161,1153
Richmond,Contra Costa,RICH,2020-11-14,645,639
Richmond,Contra Costa,RICH,2020-11-15,517,467
Richmond,Contra Costa,RICH,2020-11-16,1205,1156
Richmond,Contra Costa,RICH,2020-11-17,1128,1091
Richmond,Contra Costa,RICH,2020-11-18,1176,1134
Richmond,Contra Costa,RICH,2020-11-19,1213,1130
Richmond,Contra Costa,RICH,2020-11-20,1184,1156
Richmond,Contra Costa,RICH,2020-11-21,649,645
Richmond,Contra Costa,RICH,2020-11-22,459,451
Richmond,Contra Costa,RICH,2020-11-23,1180,1130
Richmond,Contra Costa,RICH,2020-11-24,1181,1164
Richmond,Contra Costa,RICH,2020-11-25,1126,1113
Richmond,Contra Costa,RICH,2020-11-26,316,382
Richmond,Contra Costa,RICH,2020-11-27,736,709
Richmond,Contra Costa,RICH,2020-11-28,585,577
Richmond,Contra Costa,RICH,2020-11-29,464,428
Richmond,Contra Costa,RICH,2020-11-30,1144,1088
Richmond,Contra Costa,RICH,2020-12-01,1195,1169
Richmond,Contra Costa,RICH,2020-12-02,1158,1116
Richmond,Contra Costa,RICH,2020-12-03,1230,1171
Richmond,Contra Costa,RICH,2020-12-04,1178,1162
Richmond,Contra Costa,RICH,2020-12-05,617,622
Richmond,Contra Costa,RICH,2020-12-06,403,435
Richmond,Contra Costa,RICH,2020-12-07,1085,1048
Richmond,Contra Costa,RICH,2020-12-08,1106,1105
Richmond,Contra Costa,RICH,2020-12-09,1170,1118
Richmond,Contra Costa,RICH,2020-12-10,1074,1071
Richmond,Contra Costa,RICH,2020-12-11,1073,1081
Richmond,Contra Costa,RICH,2020-12-12,602,590
Richmond,Contra Costa,RICH,2020-12-13,330,345
Richmond,Contra Costa,RICH,2020-12-14,1066,1053
Richmond,Contra Costa,RICH,2020-12-15,1033,1024
Richmond,Contra Costa,RICH,2020-12-16,1065,1038
Richmond,Contra Costa,RICH,2020-12-17,994,992
Richmond,Contra Costa,RICH,2020-12-18,1049,1014
Richmond,Contra Costa,RICH,2020-12-19,521,539
Richmond,Contra Costa,RICH,2020-12-20,468,464
Richmond,Contra Costa,RICH,2020-12-21,1059,985
Richmond,Contra Costa,RICH,2020-12-22,1032,1030
Richmond,Contra Costa,RICH,2020-12-23,986,957
Richmond,Contra Costa,RICH,2020-12-24,685,688
Richmond,Contra Costa,RICH,2020-12-25,197,223
Richmond,Contra Costa,RICH,2020-12-26,348,453
Richmond,Contra Costa,RICH,2020-12-27,383,352
Richmond,Contra Costa,RICH,2020-12-28,873,864
Richmond,Contra Costa,RICH,2020-12-29,957,896
Richmond,Contra Costa,RICH,2020-12-30,901,870
Richmond,Contra Costa,RICH,2020-12-31,760,726
Richmond,Contra Costa,RICH,2021-01-01,304,335
Richmond,Contra Costa,RICH,2021-01-02,425,414
Richmond,Contra Costa,RICH,2021-01-03,391,370
Richmond,Contra Costa,RICH,2021-01-04,885,869
Richmond,Contra Costa,RICH,2021-01-05,999,960
Richmond,Contra Costa,RICH,2021-01-06,943,940
Richmond,Contra Costa,RICH,2021-01-07,998,972
Richmond,Contra Costa,RICH,2021-01-08,963,968
Richmond,Contra Costa,RICH,2021-01-09,543,535
Richmond,Contra Costa,RICH,2021-01-10,378,367
Richmond,Contra Costa,RICH,2021-01-11,976,927
Richmond,Contra Costa,RICH,2021-01-12,999,977
Richmond,Contra Costa,RICH,2021-01-13,1025,974
Richmond,Contra Costa,RICH,2021-01-14,984,953
Richmond,Contra Costa,RICH,2021-01-15,970,955
Richmond,Contra Costa,RICH,2021-01-16,10,2
Richmond,Contra Costa,RICH,2021-01-17,5,1
Richmond,Contra Costa,RICH,2021-01-18,4,2
Richmond,Contra Costa,RICH,2021-01-19,742,813
Richmond,Contra Costa,RICH,2021-01-20,919,919
Richmond,Contra Costa,RICH,2021-01-21,1019,985
Richmond,Contra Costa,RICH,2021-01-22,954,955
Richmond,Contra Costa,RICH,2021-01-23,482,523
Richmond,Contra Costa,RICH,2021-01-24,328,313
Richmond,Contra Costa,RICH,2021-01-25,981,994
Richmond,Contra Costa,RICH,2021-01-26,970,919
Richmond,Contra Costa,RICH,2021-01-27,881,894
Richmond,Contra Costa,RICH,2021-01-28,918,873
Richmond,Contra Costa,RICH,2021-01-29,1044,1007
Richmond,Contra Costa,RICH,2021-01-30,10,1
Richmond,Contra Costa,RICH,2021-01-31,6,1
Richmond,Contra Costa,RICH,2021-02-01,976,989
Richmond,Contra Costa,RICH,2021-02-02,1009,989
Richmond,Contra Costa,RICH,2021-02-03,1025,1076
Richmond,Contra Costa,RICH,2021-02-04,1061,1047
Richmond,Contra Costa,RICH,2021-02-05,1087,1037
Richmond,Contra Costa,RICH,2021-02-06,546,583
Richmond,Contra Costa,RICH,2021-02-07,379,400
Richmond,Contra Costa,RICH,2021-02-08,1042,1040
Richmond,Contra Costa,RICH,2021-02-09,1063,1044
Richmond,Contra Costa,RICH,2021-02-10,1115,1120
Richmond,Contra Costa,RICH,2021-02-11,1041,1005
Richmond,Contra Costa,RICH,2021-02-12,1089,1048
Richmond,Contra Costa,RICH,2021-02-16,1030,1012
Richmond,Contra Costa,RICH,2021-02-17,1032,1086
Richmond,Contra Costa,RICH,2021-02-18,1087,1065
Richmond,Contra Costa,RICH,2021-02-19,1020,1025
Richmond,Contra Costa,RICH,2021-02-20,538,555
Richmond,Contra Costa,RICH,2021-02-21,420,454
Richmond,Contra Costa,RICH,2021-02-22,1063,1058
Richmond,Contra Costa,RICH,2021-02-23,1049,1038
Richmond,Contra Costa,RICH,2021-02-24,1071,1060
Richmond,Contra Costa,RICH,2021-02-25,1073,1077
Richmond,Contra Costa,RICH,2021-02-26,1069,1081
Richmond,Contra Costa,RICH,2021-03-01,1078,1057
Richmond,Contra Costa,RICH,2021-03-02,1111,1103
Richmond,Contra Costa,RICH,2021-03-03,1136,1114
Richmond,Contra Costa,RICH,2021-03-04,1159,1118
Richmond,Contra Costa,RICH,2021-03-05,1110,1133
Richmond,Contra Costa,RICH,2021-03-06,627,603
Richmond,Contra Costa,RICH,2021-03-07,462,457
Richmond,Contra Costa,RICH,2021-03-08,1068,1041
Richmond,Contra Costa,RICH,2021-03-09,1017,1012
Richmond,Contra Costa,RICH,2021-03-10,1035,1013
Richmond,Contra Costa,RICH,2021-03-11,1082,1109
Richmond,Contra Costa,RICH,2021-03-12,1132,1083
Richmond,Contra Costa,RICH,2021-03-15,1062,1071
Richmond,Contra Costa,RICH,2021-03-16,1088,1116
Richmond,Contra Costa,RICH,2021-03-17,1059,1095
Richmond,Contra Costa,RICH,2021-03-18,999,1006
Richmond,Contra Costa,RICH,2021-03-19,1140,1102
Richmond,Contra Costa,RICH,2021-03-20,551,558
Richmond,Contra Costa,RICH,2021-03-21,463,458
Richmond,Contra Costa,RICH,2021-03-22,1075,1082
Richmond,Contra Costa,RICH,2021-03-23,1149,1103
Richmond,Contra Costa,RICH,2021-03-24,1166,1164
Richmond,Contra Costa,RICH,2021-03-25,1133,1113
Richmond,Contra Costa,RICH,2021-03-26,1133,1149
Richmond,Contra Costa,RICH,2021-03-27,584,628
Richmond,Contra Costa,RICH,2021-03-28,460,496
Richmond,Contra Costa,RICH,2021-03-29,1156,1083
Richmond,Contra Costa,RICH,2021-03-30,1167,1165
Richmond,Contra Costa,RICH,2021-03-31,1212,1195
Richmond,Contra Costa,RICH,2021-04-01,1158,1192
Richmond,Contra Costa,RICH,2021-04-02,1238,1201
Richmond,Contra Costa,RICH,2021-04-03,637,661
Richmond,Contra Costa,RICH,2021-04-04,463,509
Richmond,Contra Costa,RICH,2021-04-05,1158,1171
Richmond,Contra Costa,RICH,2021-04-06,1242,1227
Richmond,Contra Costa,RICH,2021-04-07,1190,1214
Richmond,Contra Costa,RICH,2021-04-08,1209,1201
Richmond,Contra Costa,RICH,2021-04-09,1311,1292
Richmond,Contra Costa,RICH,2021-04-10,649,715
Richmond,Contra Costa,RICH,2021-04-11,530,519
Richmond,Contra Costa,RICH,2021-04-12,1186,1205
Richmond,Contra Costa,RICH,2021-04-13,1238,1258
Richmond,Contra Costa,RICH,2021-04-14,1205,1200
Richmond,Contra Costa,RICH,2021-04-15,1232,1229
Richmond,Contra Costa,RICH,2021-04-16,1248,1206
Richmond,Contra Costa,RICH,2021-04-17,708,689
Richmond,Contra Costa,RICH,2021-04-18,538,538
Richmond,Contra Costa,RICH,2021-04-19,1210,1187
Richmond,Contra Costa,RICH,2021-04-20,1264,1288
Richmond,Contra Costa,RICH,2021-04-21,1224,1224
Richmond,Contra Costa,RICH,2021-04-22,1292,1222
Richmond,Contra Costa,RICH,2021-04-23,1251,1183
Richmond,Contra Costa,RICH,2021-04-24,624,661
Richmond,Contra Costa,RICH,2021-04-25,459,440
Richmond,Contra Costa,RICH,2021-04-26,1202,1178
Richmond,Contra Costa,RICH,2021-04-27,1212,1222
Richmond,Contra Costa,RICH,2021-04-28,1270,1191
Richmond,Contra Costa,RICH,2021-04-29,1234,1229
Richmond,Contra Costa,RICH,2021-04-30,1302,1231
Richmond,Contra Costa,RICH,2021-05-01,725,720
Richmond,Contra Costa,RICH,2021-05-02,558,507
Richmond,Contra Costa,RICH,2021-05-03,1257,1194
Richmond,Contra Costa,RICH,2021-05-04,1301,1257
Richmond,Contra Costa,RICH,2021-05-05,1279,1238
Richmond,Contra Costa,RICH,2021-05-06,1348,1268
Richmond,Contra Costa,RICH,2021-05-07,1354,1319
Richmond,Contra Costa,RICH,2021-05-08,732,789
Richmond,Contra Costa,RICH,2021-05-09,564,565
Richmond,Contra Costa,RICH,2021-05-10,1266,1259
Richmond,Contra Costa,RICH,2021-05-11,1323,1311
Richmond,Contra Costa,RICH,2021-05-12,1327,1309
Richmond,Contra Costa,RICH,2021-05-13,1321,1285
Richmond,Contra Costa,RICH,2021-05-14,1328,1327
Richmond,Contra Costa,RICH,2021-05-15,691,725
Richmond,Contra Costa,RICH,2021-05-16,511,542
Richmond,Contra Costa,RICH,2021-05-17,1272,1257
Richmond,Contra Costa,RICH,2021-05-18,1319,1286
Richmond,Contra Costa,RICH,2021-05-19,1324,1288
Richmond,Contra Costa,RICH,2021-05-20,1350,1301
Richmond,Contra Costa,RICH,2021-05-21,1293,1263
