date,cases,deaths,county,population
2020-08-13,212.0,0.0,Alameda,1685886.0
2020-08-14,281.0,2.0,Alameda,1685886.0
2020-08-15,140.0,5.0,Alameda,1685886.0
2020-08-16,77.0,0.0,Alameda,1685886.0
2020-08-17,291.0,3.0,Alameda,1685886.0
2020-08-18,193.0,4.0,Alameda,1685886.0
2020-08-19,178.0,5.0,Alameda,1685886.0
2020-08-20,158.0,4.0,Alameda,1685886.0
2020-08-21,160.0,3.0,Alameda,1685886.0
2020-08-22,92.0,4.0,Alameda,1685886.0
2020-08-23,94.0,2.0,Alameda,1685886.0
2020-08-24,223.0,9.0,Alameda,1685886.0
2020-08-25,195.0,1.0,Alameda,1685886.0
2020-08-26,158.0,4.0,Alameda,1685886.0
2020-08-27,163.0,5.0,Alameda,1685886.0
2020-08-28,145.0,4.0,Alameda,1685886.0
2020-08-29,83.0,6.0,Alameda,1685886.0
2020-08-30,67.0,7.0,Alameda,1685886.0
2020-08-31,125.0,0.0,Alameda,1685886.0
2020-09-01,146.0,3.0,Alameda,1685886.0
2020-09-02,139.0,4.0,Alameda,1685886.0
2020-09-03,118.0,3.0,Alameda,1685886.0
2020-09-04,103.0,3.0,Alameda,1685886.0
2020-09-05,69.0,5.0,Alameda,1685886.0
2020-09-06,46.0,5.0,Alameda,1685886.0
2020-09-07,58.0,2.0,Alameda,1685886.0
2020-09-08,121.0,2.0,Alameda,1685886.0
2020-09-09,109.0,3.0,Alameda,1685886.0
2020-09-10,79.0,4.0,Alameda,1685886.0
2020-09-11,74.0,2.0,Alameda,1685886.0
2020-09-12,55.0,3.0,Alameda,1685886.0
2020-09-13,59.0,1.0,Alameda,1685886.0
2020-09-14,106.0,2.0,Alameda,1685886.0
2020-09-15,127.0,2.0,Alameda,1685886.0
2020-09-16,106.0,3.0,Alameda,1685886.0
2020-09-17,98.0,7.0,Alameda,1685886.0
2020-09-18,99.0,1.0,Alameda,1685886.0
2020-09-19,66.0,3.0,Alameda,1685886.0
2020-09-20,50.0,3.0,Alameda,1685886.0
2020-09-21,101.0,1.0,Alameda,1685886.0
2020-09-22,79.0,4.0,Alameda,1685886.0
2020-09-23,79.0,2.0,Alameda,1685886.0
2020-09-24,69.0,3.0,Alameda,1685886.0
2020-09-25,75.0,1.0,Alameda,1685886.0
2020-09-26,54.0,1.0,Alameda,1685886.0
2020-09-27,58.0,0.0,Alameda,1685886.0
2020-09-28,82.0,0.0,Alameda,1685886.0
2020-09-29,87.0,4.0,Alameda,1685886.0
2020-09-30,75.0,0.0,Alameda,1685886.0
2020-10-01,78.0,4.0,Alameda,1685886.0
2020-10-02,61.0,2.0,Alameda,1685886.0
2020-10-03,55.0,1.0,Alameda,1685886.0
2020-10-04,46.0,0.0,Alameda,1685886.0
2020-10-05,96.0,0.0,Alameda,1685886.0
2020-10-06,88.0,0.0,Alameda,1685886.0
2020-10-07,91.0,1.0,Alameda,1685886.0
2020-10-08,77.0,2.0,Alameda,1685886.0
2020-10-09,81.0,1.0,Alameda,1685886.0
2020-10-10,48.0,1.0,Alameda,1685886.0
2020-10-11,50.0,1.0,Alameda,1685886.0
2020-10-12,90.0,1.0,Alameda,1685886.0
2020-10-13,80.0,1.0,Alameda,1685886.0
2020-10-14,105.0,1.0,Alameda,1685886.0
2020-10-15,99.0,1.0,Alameda,1685886.0
2020-10-16,68.0,0.0,Alameda,1685886.0
2020-10-17,54.0,0.0,Alameda,1685886.0
2020-10-18,45.0,0.0,Alameda,1685886.0
2020-10-19,104.0,1.0,Alameda,1685886.0
2020-10-20,110.0,0.0,Alameda,1685886.0
2020-10-21,102.0,1.0,Alameda,1685886.0
2020-10-22,88.0,0.0,Alameda,1685886.0
2020-10-23,101.0,0.0,Alameda,1685886.0
2020-10-24,73.0,1.0,Alameda,1685886.0
2020-10-25,71.0,1.0,Alameda,1685886.0
2020-10-26,107.0,0.0,Alameda,1685886.0
2020-10-27,113.0,0.0,Alameda,1685886.0
2020-10-28,115.0,2.0,Alameda,1685886.0
2020-10-29,100.0,5.0,Alameda,1685886.0
2020-10-30,163.0,0.0,Alameda,1685886.0
2020-10-31,79.0,2.0,Alameda,1685886.0
2020-11-01,116.0,3.0,Alameda,1685886.0
2020-11-02,163.0,1.0,Alameda,1685886.0
2020-11-03,196.0,0.0,Alameda,1685886.0
2020-11-04,184.0,1.0,Alameda,1685886.0
2020-11-05,177.0,1.0,Alameda,1685886.0
2020-11-06,176.0,1.0,Alameda,1685886.0
2020-11-07,132.0,0.0,Alameda,1685886.0
2020-11-08,110.0,2.0,Alameda,1685886.0
2020-11-09,230.0,0.0,Alameda,1685886.0
2020-11-10,246.0,0.0,Alameda,1685886.0
2020-11-11,230.0,0.0,Alameda,1685886.0
2020-11-12,244.0,4.0,Alameda,1685886.0
2020-11-13,267.0,3.0,Alameda,1685886.0
2020-11-14,216.0,2.0,Alameda,1685886.0
2020-11-15,267.0,1.0,Alameda,1685886.0
2020-11-16,317.0,2.0,Alameda,1685886.0
2020-11-17,347.0,1.0,Alameda,1685886.0
2020-11-18,326.0,1.0,Alameda,1685886.0
2020-11-19,264.0,1.0,Alameda,1685886.0
2020-11-20,346.0,0.0,Alameda,1685886.0
2020-11-21,214.0,0.0,Alameda,1685886.0
2020-11-22,187.0,0.0,Alameda,1685886.0
2020-11-23,437.0,0.0,Alameda,1685886.0
2020-11-24,417.0,2.0,Alameda,1685886.0
2020-11-25,476.0,1.0,Alameda,1685886.0
2020-11-26,215.0,1.0,Alameda,1685886.0
2020-11-27,414.0,1.0,Alameda,1685886.0
2020-11-28,443.0,2.0,Alameda,1685886.0
2020-11-29,310.0,3.0,Alameda,1685886.0
2020-11-30,787.0,5.0,Alameda,1685886.0
2020-12-01,819.0,0.0,Alameda,1685886.0
2020-12-02,693.0,2.0,Alameda,1685886.0
2020-12-03,628.0,4.0,Alameda,1685886.0
2020-12-04,766.0,1.0,Alameda,1685886.0
2020-12-05,550.0,5.0,Alameda,1685886.0
2020-12-06,358.0,8.0,Alameda,1685886.0
2020-12-07,993.0,4.0,Alameda,1685886.0
2020-12-08,865.0,8.0,Alameda,1685886.0
2020-12-09,900.0,4.0,Alameda,1685886.0
2020-12-10,836.0,2.0,Alameda,1685886.0
2020-12-11,770.0,5.0,Alameda,1685886.0
2020-12-12,567.0,7.0,Alameda,1685886.0
2020-12-13,443.0,5.0,Alameda,1685886.0
2020-12-14,1201.0,6.0,Alameda,1685886.0
2020-12-15,901.0,7.0,Alameda,1685886.0
2020-12-16,856.0,3.0,Alameda,1685886.0
2020-12-17,853.0,11.0,Alameda,1685886.0
2020-12-18,804.0,8.0,Alameda,1685886.0
2020-12-19,536.0,13.0,Alameda,1685886.0
2020-12-20,448.0,6.0,Alameda,1685886.0
2020-12-21,882.0,7.0,Alameda,1685886.0
2020-12-22,900.0,8.0,Alameda,1685886.0
2020-12-23,886.0,10.0,Alameda,1685886.0
2020-12-24,577.0,11.0,Alameda,1685886.0
2020-12-25,356.0,11.0,Alameda,1685886.0
2020-12-26,572.0,9.0,Alameda,1685886.0
2020-12-27,622.0,6.0,Alameda,1685886.0
2020-12-28,1242.0,12.0,Alameda,1685886.0
2020-12-29,1043.0,13.0,Alameda,1685886.0
2020-12-30,1070.0,10.0,Alameda,1685886.0
2020-12-31,783.0,14.0,Alameda,1685886.0
2021-01-01,551.0,9.0,Alameda,1685886.0
2021-01-02,646.0,17.0,Alameda,1685886.0
2021-01-03,619.0,11.0,Alameda,1685886.0
2021-01-04,1249.0,16.0,Alameda,1685886.0
2021-01-05,1216.0,9.0,Alameda,1685886.0
2021-01-06,1116.0,8.0,Alameda,1685886.0
2021-01-07,853.0,10.0,Alameda,1685886.0
2021-01-08,857.0,11.0,Alameda,1685886.0
2021-01-09,562.0,16.0,Alameda,1685886.0
2021-01-10,544.0,9.0,Alameda,1685886.0
2021-01-11,982.0,20.0,Alameda,1685886.0
2021-01-12,854.0,15.0,Alameda,1685886.0
2021-01-13,825.0,9.0,Alameda,1685886.0
2021-01-14,751.0,12.0,Alameda,1685886.0
2021-01-15,627.0,7.0,Alameda,1685886.0
2021-01-16,425.0,13.0,Alameda,1685886.0
2021-01-17,322.0,10.0,Alameda,1685886.0
2021-01-18,564.0,4.0,Alameda,1685886.0
2021-01-19,632.0,13.0,Alameda,1685886.0
2021-01-20,640.0,13.0,Alameda,1685886.0
2021-01-21,473.0,17.0,Alameda,1685886.0
2021-01-22,436.0,6.0,Alameda,1685886.0
2021-01-23,318.0,8.0,Alameda,1685886.0
2021-01-24,248.0,11.0,Alameda,1685886.0
2021-01-25,502.0,8.0,Alameda,1685886.0
2021-01-26,426.0,12.0,Alameda,1685886.0
2021-01-27,375.0,8.0,Alameda,1685886.0
2021-01-28,418.0,9.0,Alameda,1685886.0
2021-01-29,423.0,8.0,Alameda,1685886.0
2021-01-30,267.0,9.0,Alameda,1685886.0
2021-01-31,204.0,5.0,Alameda,1685886.0
2021-02-01,425.0,10.0,Alameda,1685886.0
2021-02-02,356.0,7.0,Alameda,1685886.0
2021-02-03,343.0,8.0,Alameda,1685886.0
2021-02-04,324.0,11.0,Alameda,1685886.0
2021-02-05,285.0,7.0,Alameda,1685886.0
2021-02-06,229.0,4.0,Alameda,1685886.0
2021-02-07,153.0,8.0,Alameda,1685886.0
2021-02-08,301.0,5.0,Alameda,1685886.0
2021-02-09,261.0,8.0,Alameda,1685886.0
2021-02-10,262.0,7.0,Alameda,1685886.0
2021-02-11,201.0,8.0,Alameda,1685886.0
2021-02-12,226.0,7.0,Alameda,1685886.0
2021-02-13,149.0,13.0,Alameda,1685886.0
2021-02-14,122.0,6.0,Alameda,1685886.0
2021-02-15,152.0,3.0,Alameda,1685886.0
2021-02-16,197.0,4.0,Alameda,1685886.0
2021-02-17,169.0,6.0,Alameda,1685886.0
2021-02-18,162.0,3.0,Alameda,1685886.0
2021-02-19,134.0,3.0,Alameda,1685886.0
2021-02-20,100.0,4.0,Alameda,1685886.0
2021-02-21,91.0,4.0,Alameda,1685886.0
2021-02-22,194.0,3.0,Alameda,1685886.0
2021-02-23,151.0,9.0,Alameda,1685886.0
2021-02-24,138.0,2.0,Alameda,1685886.0
2021-02-25,120.0,6.0,Alameda,1685886.0
2021-02-26,121.0,2.0,Alameda,1685886.0
2021-02-27,95.0,2.0,Alameda,1685886.0
2021-02-28,73.0,0.0,Alameda,1685886.0
2021-03-01,121.0,4.0,Alameda,1685886.0
2021-03-02,127.0,3.0,Alameda,1685886.0
2021-03-03,122.0,2.0,Alameda,1685886.0
2021-03-04,121.0,1.0,Alameda,1685886.0
2021-03-05,109.0,2.0,Alameda,1685886.0
2021-03-06,87.0,1.0,Alameda,1685886.0
2021-03-07,57.0,1.0,Alameda,1685886.0
2021-03-08,120.0,2.0,Alameda,1685886.0
2021-03-09,111.0,1.0,Alameda,1685886.0
2021-03-10,86.0,1.0,Alameda,1685886.0
2021-03-11,106.0,0.0,Alameda,1685886.0
2021-03-12,91.0,1.0,Alameda,1685886.0
2021-03-13,77.0,5.0,Alameda,1685886.0
2021-03-14,60.0,1.0,Alameda,1685886.0
2021-03-15,85.0,2.0,Alameda,1685886.0
2021-03-16,89.0,3.0,Alameda,1685886.0
2021-03-17,111.0,3.0,Alameda,1685886.0
2021-03-18,76.0,1.0,Alameda,1685886.0
2021-03-19,81.0,2.0,Alameda,1685886.0
2021-03-20,72.0,2.0,Alameda,1685886.0
2021-03-21,68.0,1.0,Alameda,1685886.0
2021-03-22,87.0,1.0,Alameda,1685886.0
2021-03-23,91.0,3.0,Alameda,1685886.0
2021-03-24,102.0,1.0,Alameda,1685886.0
2021-03-25,93.0,2.0,Alameda,1685886.0
2021-03-26,95.0,0.0,Alameda,1685886.0
2021-03-27,64.0,2.0,Alameda,1685886.0
2021-03-28,71.0,0.0,Alameda,1685886.0
2021-03-29,121.0,1.0,Alameda,1685886.0
2021-03-30,100.0,0.0,Alameda,1685886.0
2021-03-31,100.0,1.0,Alameda,1685886.0
2021-04-01,82.0,2.0,Alameda,1685886.0
2021-04-02,79.0,3.0,Alameda,1685886.0
2021-04-03,73.0,1.0,Alameda,1685886.0
2021-04-04,67.0,3.0,Alameda,1685886.0
2021-04-05,119.0,1.0,Alameda,1685886.0
2021-04-06,116.0,1.0,Alameda,1685886.0
2021-04-07,113.0,1.0,Alameda,1685886.0
2021-04-08,84.0,0.0,Alameda,1685886.0
2021-04-09,107.0,1.0,Alameda,1685886.0
2021-04-10,67.0,0.0,Alameda,1685886.0
2021-04-11,64.0,1.0,Alameda,1685886.0
2021-04-12,137.0,0.0,Alameda,1685886.0
2021-04-13,102.0,0.0,Alameda,1685886.0
2021-04-14,106.0,1.0,Alameda,1685886.0
2021-04-15,97.0,1.0,Alameda,1685886.0
2021-04-16,107.0,1.0,Alameda,1685886.0
2021-04-17,80.0,2.0,Alameda,1685886.0
2021-04-18,73.0,0.0,Alameda,1685886.0
2021-04-19,115.0,3.0,Alameda,1685886.0
2021-04-20,118.0,1.0,Alameda,1685886.0
2021-04-21,95.0,0.0,Alameda,1685886.0
2021-04-22,79.0,0.0,Alameda,1685886.0
2021-04-23,91.0,2.0,Alameda,1685886.0
2021-04-24,74.0,1.0,Alameda,1685886.0
2021-04-25,55.0,0.0,Alameda,1685886.0
2021-04-26,101.0,2.0,Alameda,1685886.0
2021-04-27,94.0,2.0,Alameda,1685886.0
2021-04-28,90.0,1.0,Alameda,1685886.0
2021-04-29,72.0,0.0,Alameda,1685886.0
2021-04-30,67.0,1.0,Alameda,1685886.0
2021-05-01,61.0,1.0,Alameda,1685886.0
2021-05-02,43.0,1.0,Alameda,1685886.0
2021-05-03,85.0,0.0,Alameda,1685886.0
2021-05-04,76.0,0.0,Alameda,1685886.0
2021-05-05,92.0,0.0,Alameda,1685886.0
2021-05-06,61.0,2.0,Alameda,1685886.0
2021-05-07,76.0,2.0,Alameda,1685886.0
2021-05-08,53.0,1.0,Alameda,1685886.0
2021-05-09,42.0,0.0,Alameda,1685886.0
2021-05-10,70.0,1.0,Alameda,1685886.0
2021-05-11,68.0,2.0,Alameda,1685886.0
2021-05-12,65.0,0.0,Alameda,1685886.0
2021-05-13,32.0,1.0,Alameda,1685886.0
2021-05-14,43.0,0.0,Alameda,1685886.0
2021-05-15,34.0,1.0,Alameda,1685886.0
2021-05-16,26.0,0.0,Alameda,1685886.0
2021-05-17,64.0,0.0,Alameda,1685886.0
2021-05-18,53.0,0.0,Alameda,1685886.0
2021-05-19,74.0,3.0,Alameda,1685886.0
2021-05-20,39.0,0.0,Alameda,1685886.0
2021-05-21,43.0,1.0,Alameda,1685886.0
2021-05-22,26.0,0.0,Alameda,1685886.0
2021-05-23,27.0,2.0,Alameda,1685886.0
2021-05-24,63.0,1.0,Alameda,1685886.0
2021-05-25,40.0,1.0,Alameda,1685886.0
2021-05-26,30.0,2.0,Alameda,1685886.0
2021-05-27,29.0,0.0,Alameda,1685886.0
2021-05-28,35.0,0.0,Alameda,1685886.0
2021-05-29,24.0,0.0,Alameda,1685886.0
2021-05-30,23.0,0.0,Alameda,1685886.0
2021-05-31,23.0,0.0,Alameda,1685886.0
2021-06-01,36.0,2.0,Alameda,1685886.0
2021-06-02,35.0,2.0,Alameda,1685886.0
2021-06-03,45.0,0.0,Alameda,1685886.0
2021-06-04,38.0,2.0,Alameda,1685886.0
2021-06-05,27.0,0.0,Alameda,1685886.0
2021-06-06,33.0,1.0,Alameda,1685886.0
2021-06-07,38.0,0.0,Alameda,1685886.0
2021-06-08,57.0,1.0,Alameda,1685886.0
2021-06-09,48.0,1.0,Alameda,1685886.0
2021-06-10,44.0,0.0,Alameda,1685886.0
2021-06-11,44.0,0.0,Alameda,1685886.0
2021-06-12,28.0,0.0,Alameda,1685886.0
2021-06-13,27.0,1.0,Alameda,1685886.0
2021-06-14,57.0,0.0,Alameda,1685886.0
2021-06-15,48.0,0.0,Alameda,1685886.0
2021-06-16,42.0,1.0,Alameda,1685886.0
2021-06-17,49.0,1.0,Alameda,1685886.0
2021-06-18,46.0,0.0,Alameda,1685886.0
2021-06-19,37.0,0.0,Alameda,1685886.0
2021-06-20,35.0,0.0,Alameda,1685886.0
2021-06-21,65.0,0.0,Alameda,1685886.0
2021-06-22,56.0,0.0,Alameda,1685886.0
2021-06-23,67.0,0.0,Alameda,1685886.0
2021-06-24,72.0,0.0,Alameda,1685886.0
2021-06-25,72.0,3.0,Alameda,1685886.0
2021-06-26,68.0,0.0,Alameda,1685886.0
2021-06-27,57.0,0.0,Alameda,1685886.0
2021-06-28,87.0,1.0,Alameda,1685886.0
2021-06-29,95.0,0.0,Alameda,1685886.0
2021-06-30,106.0,0.0,Alameda,1685886.0
2021-07-01,79.0,0.0,Alameda,1685886.0
2021-07-02,101.0,0.0,Alameda,1685886.0
2021-07-03,83.0,0.0,Alameda,1685886.0
2021-07-04,87.0,0.0,Alameda,1685886.0
2021-07-05,164.0,0.0,Alameda,1685886.0
2021-07-06,177.0,0.0,Alameda,1685886.0
2021-07-07,195.0,0.0,Alameda,1685886.0
2021-07-08,184.0,0.0,Alameda,1685886.0
2021-07-09,207.0,1.0,Alameda,1685886.0
2021-07-10,159.0,0.0,Alameda,1685886.0
2021-07-11,150.0,0.0,Alameda,1685886.0
2021-07-12,329.0,0.0,Alameda,1685886.0
2021-07-13,258.0,0.0,Alameda,1685886.0
2021-07-14,263.0,0.0,Alameda,1685886.0
2021-07-15,260.0,1.0,Alameda,1685886.0
2021-07-16,295.0,0.0,Alameda,1685886.0
2021-07-17,240.0,2.0,Alameda,1685886.0
2021-07-18,218.0,0.0,Alameda,1685886.0
2021-07-19,361.0,1.0,Alameda,1685886.0
2021-07-20,376.0,3.0,Alameda,1685886.0
2021-07-21,370.0,1.0,Alameda,1685886.0
2021-07-22,320.0,2.0,Alameda,1685886.0
2021-07-23,353.0,4.0,Alameda,1685886.0
2021-07-24,253.0,0.0,Alameda,1685886.0
2021-07-25,281.0,3.0,Alameda,1685886.0
2021-07-26,488.0,0.0,Alameda,1685886.0
2021-07-27,445.0,2.0,Alameda,1685886.0
2021-07-28,401.0,0.0,Alameda,1685886.0
2021-07-29,460.0,0.0,Alameda,1685886.0
2021-07-30,412.0,0.0,Alameda,1685886.0
2021-07-31,326.0,4.0,Alameda,1685886.0
2021-08-01,331.0,3.0,Alameda,1685886.0
2021-08-02,531.0,3.0,Alameda,1685886.0
2021-08-03,557.0,1.0,Alameda,1685886.0
2021-08-04,448.0,1.0,Alameda,1685886.0
2021-08-05,504.0,0.0,Alameda,1685886.0
2021-08-06,484.0,0.0,Alameda,1685886.0
2021-08-07,329.0,4.0,Alameda,1685886.0
2021-08-08,246.0,3.0,Alameda,1685886.0
2021-08-09,549.0,4.0,Alameda,1685886.0
2021-08-10,551.0,3.0,Alameda,1685886.0
2021-08-11,469.0,2.0,Alameda,1685886.0
2021-08-12,506.0,5.0,Alameda,1685886.0
2021-08-13,488.0,6.0,Alameda,1685886.0
2021-08-14,295.0,1.0,Alameda,1685886.0
2021-08-15,216.0,1.0,Alameda,1685886.0
2021-08-16,482.0,3.0,Alameda,1685886.0
2021-08-17,497.0,1.0,Alameda,1685886.0
2021-08-18,397.0,1.0,Alameda,1685886.0
2021-08-19,406.0,2.0,Alameda,1685886.0
2021-08-20,445.0,4.0,Alameda,1685886.0
2021-08-21,235.0,3.0,Alameda,1685886.0
2021-08-22,201.0,4.0,Alameda,1685886.0
2021-08-23,444.0,3.0,Alameda,1685886.0
2021-08-24,408.0,1.0,Alameda,1685886.0
2021-08-25,308.0,4.0,Alameda,1685886.0
2021-08-26,315.0,2.0,Alameda,1685886.0
2021-08-27,269.0,0.0,Alameda,1685886.0
2021-08-28,211.0,3.0,Alameda,1685886.0
2021-08-29,163.0,2.0,Alameda,1685886.0
2021-08-30,332.0,3.0,Alameda,1685886.0
2021-08-31,317.0,4.0,Alameda,1685886.0
2021-09-01,294.0,5.0,Alameda,1685886.0
2021-09-02,268.0,4.0,Alameda,1685886.0
2021-09-03,258.0,2.0,Alameda,1685886.0
2021-09-04,160.0,4.0,Alameda,1685886.0
2021-09-05,123.0,3.0,Alameda,1685886.0
2021-09-06,193.0,3.0,Alameda,1685886.0
2021-09-07,313.0,0.0,Alameda,1685886.0
2021-09-08,300.0,4.0,Alameda,1685886.0
2021-09-09,244.0,0.0,Alameda,1685886.0
2021-09-10,219.0,2.0,Alameda,1685886.0
2021-09-11,191.0,2.0,Alameda,1685886.0
2021-09-12,124.0,4.0,Alameda,1685886.0
2021-09-13,261.0,2.0,Alameda,1685886.0
2021-09-14,214.0,3.0,Alameda,1685886.0
2021-09-15,207.0,3.0,Alameda,1685886.0
2021-09-16,164.0,3.0,Alameda,1685886.0
2021-09-17,175.0,1.0,Alameda,1685886.0
2021-09-18,125.0,1.0,Alameda,1685886.0
2021-09-19,100.0,2.0,Alameda,1685886.0
2021-09-20,213.0,1.0,Alameda,1685886.0
2021-09-21,181.0,2.0,Alameda,1685886.0
2021-09-22,153.0,4.0,Alameda,1685886.0
2021-09-23,155.0,6.0,Alameda,1685886.0
2021-09-24,157.0,2.0,Alameda,1685886.0
2021-09-25,105.0,5.0,Alameda,1685886.0
2021-09-26,79.0,2.0,Alameda,1685886.0
2021-09-27,194.0,3.0,Alameda,1685886.0
2021-09-28,194.0,1.0,Alameda,1685886.0
2021-09-29,158.0,2.0,Alameda,1685886.0
2021-09-30,146.0,1.0,Alameda,1685886.0
2021-10-01,145.0,1.0,Alameda,1685886.0
2021-10-02,77.0,4.0,Alameda,1685886.0
2021-10-03,108.0,1.0,Alameda,1685886.0
2021-10-04,143.0,2.0,Alameda,1685886.0
2021-10-05,161.0,2.0,Alameda,1685886.0
2021-10-06,144.0,0.0,Alameda,1685886.0
2021-10-07,137.0,2.0,Alameda,1685886.0
2021-10-08,119.0,2.0,Alameda,1685886.0
2021-10-09,81.0,0.0,Alameda,1685886.0
2021-10-10,98.0,2.0,Alameda,1685886.0
2021-10-11,119.0,3.0,Alameda,1685886.0
2021-10-12,143.0,1.0,Alameda,1685886.0
2021-10-13,103.0,0.0,Alameda,1685886.0
2021-10-14,106.0,3.0,Alameda,1685886.0
2021-10-15,108.0,0.0,Alameda,1685886.0
2021-10-16,72.0,0.0,Alameda,1685886.0
2021-10-17,89.0,0.0,Alameda,1685886.0
2021-10-18,151.0,1.0,Alameda,1685886.0
2021-10-19,137.0,0.0,Alameda,1685886.0
2021-10-20,122.0,2.0,Alameda,1685886.0
2021-10-21,120.0,2.0,Alameda,1685886.0
2021-10-22,115.0,1.0,Alameda,1685886.0
2021-10-23,82.0,4.0,Alameda,1685886.0
2021-10-24,88.0,0.0,Alameda,1685886.0
2021-10-25,132.0,2.0,Alameda,1685886.0
2021-10-26,144.0,3.0,Alameda,1685886.0
2021-10-27,136.0,1.0,Alameda,1685886.0
2021-10-28,124.0,1.0,Alameda,1685886.0
2021-10-29,123.0,2.0,Alameda,1685886.0
2021-10-30,79.0,1.0,Alameda,1685886.0
2021-10-31,60.0,2.0,Alameda,1685886.0
2021-11-01,144.0,2.0,Alameda,1685886.0
2021-11-02,138.0,3.0,Alameda,1685886.0
2021-11-03,146.0,0.0,Alameda,1685886.0
2021-11-04,140.0,0.0,Alameda,1685886.0
2021-11-05,115.0,3.0,Alameda,1685886.0
2021-11-06,84.0,0.0,Alameda,1685886.0
2021-11-07,63.0,1.0,Alameda,1685886.0
2021-11-08,159.0,0.0,Alameda,1685886.0
2021-11-09,143.0,2.0,Alameda,1685886.0
2021-11-10,137.0,1.0,Alameda,1685886.0
2021-11-11,110.0,0.0,Alameda,1685886.0
2021-11-12,114.0,1.0,Alameda,1685886.0
2021-11-13,86.0,1.0,Alameda,1685886.0
2021-11-14,69.0,0.0,Alameda,1685886.0
2021-11-15,173.0,0.0,Alameda,1685886.0
2021-11-16,158.0,2.0,Alameda,1685886.0
2021-11-17,108.0,2.0,Alameda,1685886.0
2021-11-18,122.0,0.0,Alameda,1685886.0
2021-11-19,126.0,0.0,Alameda,1685886.0
2021-11-20,74.0,0.0,Alameda,1685886.0
2021-11-21,94.0,2.0,Alameda,1685886.0
2021-11-22,132.0,0.0,Alameda,1685886.0
2021-11-23,115.0,0.0,Alameda,1685886.0
2021-11-24,118.0,0.0,Alameda,1685886.0
2021-11-25,63.0,0.0,Alameda,1685886.0
2021-11-26,109.0,2.0,Alameda,1685886.0
2021-11-27,108.0,1.0,Alameda,1685886.0
2021-11-28,98.0,1.0,Alameda,1685886.0
2021-11-29,219.0,2.0,Alameda,1685886.0
2021-11-30,161.0,0.0,Alameda,1685886.0
2021-12-01,171.0,0.0,Alameda,1685886.0
2021-12-02,151.0,2.0,Alameda,1685886.0
2021-12-03,157.0,0.0,Alameda,1685886.0
2021-12-04,93.0,1.0,Alameda,1685886.0
2021-12-05,113.0,1.0,Alameda,1685886.0
2021-12-06,186.0,0.0,Alameda,1685886.0
2021-12-07,166.0,1.0,Alameda,1685886.0
2021-12-08,175.0,2.0,Alameda,1685886.0
2021-12-09,150.0,0.0,Alameda,1685886.0
2021-12-10,143.0,1.0,Alameda,1685886.0
2021-12-11,123.0,1.0,Alameda,1685886.0
2021-12-12,137.0,2.0,Alameda,1685886.0
2021-12-13,283.0,1.0,Alameda,1685886.0
2021-12-14,290.0,0.0,Alameda,1685886.0
2021-12-15,333.0,1.0,Alameda,1685886.0
2021-12-16,329.0,2.0,Alameda,1685886.0
2021-12-17,380.0,0.0,Alameda,1685886.0
2021-12-18,341.0,2.0,Alameda,1685886.0
2021-12-19,409.0,2.0,Alameda,1685886.0
2021-12-20,892.0,2.0,Alameda,1685886.0
2021-12-21,963.0,1.0,Alameda,1685886.0
2021-12-22,1023.0,3.0,Alameda,1685886.0
2021-12-23,953.0,1.0,Alameda,1685886.0
2021-12-24,731.0,1.0,Alameda,1685886.0
2021-12-25,627.0,2.0,Alameda,1685886.0
2021-12-26,1087.0,2.0,Alameda,1685886.0
2021-12-27,2112.0,2.0,Alameda,1685886.0
2021-12-28,2662.0,0.0,Alameda,1685886.0
2021-12-29,3165.0,1.0,Alameda,1685886.0
2021-12-30,3235.0,0.0,Alameda,1685886.0
2021-12-31,1300.0,1.0,Alameda,1685886.0
2022-01-01,810.0,1.0,Alameda,1685886.0
2022-01-02,1868.0,2.0,Alameda,1685886.0
2022-01-03,4570.0,0.0,Alameda,1685886.0
2022-01-04,6113.0,1.0,Alameda,1685886.0
2022-01-05,5601.0,1.0,Alameda,1685886.0
2022-01-06,5102.0,4.0,Alameda,1685886.0
2022-01-07,5260.0,4.0,Alameda,1685886.0
2022-01-08,2695.0,1.0,Alameda,1685886.0
2022-01-09,1910.0,2.0,Alameda,1685886.0
2022-01-10,4510.0,1.0,Alameda,1685886.0
2022-01-11,5102.0,3.0,Alameda,1685886.0
2022-01-12,4474.0,2.0,Alameda,1685886.0
2022-01-13,4603.0,4.0,Alameda,1685886.0
2022-01-14,4302.0,6.0,Alameda,1685886.0
2022-01-15,2040.0,3.0,Alameda,1685886.0
2022-01-16,1361.0,9.0,Alameda,1685886.0
2022-01-17,3059.0,5.0,Alameda,1685886.0
2022-01-18,4691.0,7.0,Alameda,1685886.0
2022-01-19,3368.0,3.0,Alameda,1685886.0
2022-01-20,3389.0,9.0,Alameda,1685886.0
2022-01-21,3070.0,4.0,Alameda,1685886.0
2022-01-22,1582.0,7.0,Alameda,1685886.0
2022-01-23,1065.0,4.0,Alameda,1685886.0
2022-01-24,2703.0,7.0,Alameda,1685886.0
2022-01-25,2473.0,5.0,Alameda,1685886.0
2022-01-26,1902.0,3.0,Alameda,1685886.0
2022-01-27,1894.0,10.0,Alameda,1685886.0
2022-01-28,1587.0,8.0,Alameda,1685886.0
2022-01-29,946.0,9.0,Alameda,1685886.0
2022-01-30,672.0,11.0,Alameda,1685886.0
