station_nm,station_cnty,station_abbr,date,cnt_entries,cnt_exits
Fruitvale,Alameda,FTVL,2019-08-23,7535,7481
Fruitvale,Alameda,FTVL,2019-08-24,4044,4048
Fruitvale,Alameda,FTVL,2019-08-25,2642,2663
Fruitvale,Alameda,FTVL,2019-08-26,7881,8078
Fruitvale,Alameda,FTVL,2019-08-27,8230,8306
Fruitvale,Alameda,FTVL,2019-08-28,8102,8239
Fruitvale,Alameda,FTVL,2019-08-29,8077,8103
Fruitvale,Alameda,FTVL,2019-08-30,7470,7361
Fruitvale,Alameda,FTVL,2019-08-31,3600,3641
Fruitvale,Alameda,FTVL,2019-09-01,2496,2428
Fruitvale,Alameda,FTVL,2019-09-02,2238,2251
Fruitvale,Alameda,FTVL,2019-09-03,8231,8376
Fruitvale,Alameda,FTVL,2019-09-04,8220,8365
Fruitvale,Alameda,FTVL,2019-09-05,8322,8432
Fruitvale,Alameda,FTVL,2019-09-06,7964,7930
Fruitvale,Alameda,FTVL,2019-09-07,4208,4263
Fruitvale,Alameda,FTVL,2019-09-08,2794,2730
Fruitvale,Alameda,FTVL,2019-09-09,8293,8648
Fruitvale,Alameda,FTVL,2019-09-10,8436,8575
Fruitvale,Alameda,FTVL,2019-09-11,8433,8456
Fruitvale,Alameda,FTVL,2019-09-12,8323,8355
Fruitvale,Alameda,FTVL,2019-09-13,7768,7797
Fruitvale,Alameda,FTVL,2019-09-14,3820,3788
Fruitvale,Alameda,FTVL,2019-09-15,2674,2691
Fruitvale,Alameda,FTVL,2019-09-16,7837,7968
Fruitvale,Alameda,FTVL,2019-09-17,8334,8641
Fruitvale,Alameda,FTVL,2019-09-18,8204,8318
Fruitvale,Alameda,FTVL,2019-09-19,8389,8040
Fruitvale,Alameda,FTVL,2019-09-20,8767,8730
Fruitvale,Alameda,FTVL,2019-09-21,4088,3884
Fruitvale,Alameda,FTVL,2019-09-22,2587,2645
Fruitvale,Alameda,FTVL,2019-09-23,7666,7957
Fruitvale,Alameda,FTVL,2019-09-24,8160,8280
Fruitvale,Alameda,FTVL,2019-09-25,8184,8370
Fruitvale,Alameda,FTVL,2019-09-26,8401,8184
Fruitvale,Alameda,FTVL,2019-09-27,7658,7680
Fruitvale,Alameda,FTVL,2019-09-28,4061,3950
Fruitvale,Alameda,FTVL,2019-09-29,2567,2727
Fruitvale,Alameda,FTVL,2019-09-30,7503,7779
Fruitvale,Alameda,FTVL,2019-10-01,8264,8416
Fruitvale,Alameda,FTVL,2019-10-02,8923,9040
Fruitvale,Alameda,FTVL,2019-10-03,8493,8697
Fruitvale,Alameda,FTVL,2019-10-04,7980,7958
Fruitvale,Alameda,FTVL,2019-10-05,3820,3925
Fruitvale,Alameda,FTVL,2019-10-06,2506,2471
Fruitvale,Alameda,FTVL,2019-10-07,7770,8023
Fruitvale,Alameda,FTVL,2019-10-08,8174,8236
Fruitvale,Alameda,FTVL,2019-10-09,7804,7760
Fruitvale,Alameda,FTVL,2019-10-10,8157,8099
Fruitvale,Alameda,FTVL,2019-10-11,7922,7717
Fruitvale,Alameda,FTVL,2019-10-12,4230,4082
Fruitvale,Alameda,FTVL,2019-10-13,2713,2674
Fruitvale,Alameda,FTVL,2019-10-14,6583,6722
Fruitvale,Alameda,FTVL,2019-10-15,8251,8644
Fruitvale,Alameda,FTVL,2019-10-16,7996,8095
Fruitvale,Alameda,FTVL,2019-10-17,8282,8430
Fruitvale,Alameda,FTVL,2019-10-18,7941,7752
Fruitvale,Alameda,FTVL,2019-10-19,3912,3821
Fruitvale,Alameda,FTVL,2019-10-20,2324,2341
Fruitvale,Alameda,FTVL,2019-10-21,7697,7811
Fruitvale,Alameda,FTVL,2019-10-22,8148,7673
Fruitvale,Alameda,FTVL,2019-10-23,8199,8331
Fruitvale,Alameda,FTVL,2019-10-24,8113,8074
Fruitvale,Alameda,FTVL,2019-10-25,7885,7678
Fruitvale,Alameda,FTVL,2019-10-26,3822,3685
Fruitvale,Alameda,FTVL,2019-10-27,2097,2177
Fruitvale,Alameda,FTVL,2019-10-28,7232,7360
Fruitvale,Alameda,FTVL,2019-10-29,7887,8087
Fruitvale,Alameda,FTVL,2019-10-30,7945,8081
Fruitvale,Alameda,FTVL,2019-10-31,7816,7828
Fruitvale,Alameda,FTVL,2019-11-01,7920,7782
Fruitvale,Alameda,FTVL,2019-11-02,8196,8299
Fruitvale,Alameda,FTVL,2019-11-03,2704,2701
Fruitvale,Alameda,FTVL,2019-11-04,7719,7912
Fruitvale,Alameda,FTVL,2019-11-05,8063,8112
Fruitvale,Alameda,FTVL,2019-11-06,8121,8202
Fruitvale,Alameda,FTVL,2019-11-07,8677,8748
Fruitvale,Alameda,FTVL,2019-11-08,7697,7619
Fruitvale,Alameda,FTVL,2019-11-09,3729,3717
Fruitvale,Alameda,FTVL,2019-11-10,2260,2364
Fruitvale,Alameda,FTVL,2019-11-11,5629,5709
Fruitvale,Alameda,FTVL,2019-11-12,8085,8171
Fruitvale,Alameda,FTVL,2019-11-13,8036,8122
Fruitvale,Alameda,FTVL,2019-11-14,8076,8169
Fruitvale,Alameda,FTVL,2019-11-15,8033,8033
Fruitvale,Alameda,FTVL,2019-11-16,3944,3862
Fruitvale,Alameda,FTVL,2019-11-17,2760,2805
Fruitvale,Alameda,FTVL,2019-11-18,7767,7806
Fruitvale,Alameda,FTVL,2019-11-19,8181,8305
Fruitvale,Alameda,FTVL,2019-11-20,8253,8277
Fruitvale,Alameda,FTVL,2019-11-21,8279,8271
Fruitvale,Alameda,FTVL,2019-11-22,7738,7680
Fruitvale,Alameda,FTVL,2019-11-23,3614,3547
Fruitvale,Alameda,FTVL,2019-11-24,2317,2350
Fruitvale,Alameda,FTVL,2019-11-25,7177,7253
Fruitvale,Alameda,FTVL,2019-11-26,6803,7089
Fruitvale,Alameda,FTVL,2019-11-27,5684,5861
Fruitvale,Alameda,FTVL,2019-11-28,1525,1563
Fruitvale,Alameda,FTVL,2019-11-29,3728,3705
Fruitvale,Alameda,FTVL,2019-11-30,2544,2603
Fruitvale,Alameda,FTVL,2019-12-01,1712,1718
Fruitvale,Alameda,FTVL,2019-12-02,7029,7294
Fruitvale,Alameda,FTVL,2019-12-03,7812,8039
Fruitvale,Alameda,FTVL,2019-12-04,7558,7663
Fruitvale,Alameda,FTVL,2019-12-05,8076,8088
Fruitvale,Alameda,FTVL,2019-12-06,7618,7431
Fruitvale,Alameda,FTVL,2019-12-07,3483,3560
Fruitvale,Alameda,FTVL,2019-12-08,2647,2696
Fruitvale,Alameda,FTVL,2019-12-09,7588,7839
Fruitvale,Alameda,FTVL,2019-12-10,8042,8277
Fruitvale,Alameda,FTVL,2019-12-11,7816,8015
Fruitvale,Alameda,FTVL,2019-12-12,7949,8145
Fruitvale,Alameda,FTVL,2019-12-13,7635,7620
Fruitvale,Alameda,FTVL,2019-12-14,4091,3967
Fruitvale,Alameda,FTVL,2019-12-15,3020,3022
Fruitvale,Alameda,FTVL,2019-12-16,7359,7590
Fruitvale,Alameda,FTVL,2019-12-17,7699,7722
Fruitvale,Alameda,FTVL,2019-12-18,7311,7452
Fruitvale,Alameda,FTVL,2019-12-19,7784,7692
Fruitvale,Alameda,FTVL,2019-12-20,8054,7993
Fruitvale,Alameda,FTVL,2019-12-21,3754,3636
Fruitvale,Alameda,FTVL,2019-12-22,2165,2122
Fruitvale,Alameda,FTVL,2019-12-23,5769,5763
Fruitvale,Alameda,FTVL,2019-12-24,3426,3576
Fruitvale,Alameda,FTVL,2019-12-25,1116,1070
Fruitvale,Alameda,FTVL,2019-12-26,4550,4542
Fruitvale,Alameda,FTVL,2019-12-27,4993,5007
Fruitvale,Alameda,FTVL,2019-12-28,3219,3179
Fruitvale,Alameda,FTVL,2019-12-29,1704,1759
Fruitvale,Alameda,FTVL,2019-12-30,5276,5333
Fruitvale,Alameda,FTVL,2019-12-31,4903,4496
Fruitvale,Alameda,FTVL,2020-01-01,1664,2151
Fruitvale,Alameda,FTVL,2020-01-02,5746,5673
Fruitvale,Alameda,FTVL,2020-01-03,6020,6039
Fruitvale,Alameda,FTVL,2020-01-04,3204,3165
Fruitvale,Alameda,FTVL,2020-01-05,1890,1970
Fruitvale,Alameda,FTVL,2020-01-06,6893,7124
Fruitvale,Alameda,FTVL,2020-01-07,7234,7485
Fruitvale,Alameda,FTVL,2020-01-08,7315,7509
Fruitvale,Alameda,FTVL,2020-01-09,7285,7308
Fruitvale,Alameda,FTVL,2020-01-10,7086,7103
Fruitvale,Alameda,FTVL,2020-01-11,3323,3255
Fruitvale,Alameda,FTVL,2020-01-12,2024,2025
Fruitvale,Alameda,FTVL,2020-01-13,7093,7337
Fruitvale,Alameda,FTVL,2020-01-14,7578,7603
Fruitvale,Alameda,FTVL,2020-01-15,7405,7466
Fruitvale,Alameda,FTVL,2020-01-16,6933,7021
Fruitvale,Alameda,FTVL,2020-01-17,7116,7079
Fruitvale,Alameda,FTVL,2020-01-18,3838,3758
Fruitvale,Alameda,FTVL,2020-01-19,2082,2071
Fruitvale,Alameda,FTVL,2020-01-20,3650,3690
Fruitvale,Alameda,FTVL,2020-01-22,7672,7865
Fruitvale,Alameda,FTVL,2020-01-23,7800,7850
Fruitvale,Alameda,FTVL,2020-01-24,7456,7284
Fruitvale,Alameda,FTVL,2020-01-25,3799,3682
Fruitvale,Alameda,FTVL,2020-01-26,2223,2226
Fruitvale,Alameda,FTVL,2020-01-27,7447,7584
Fruitvale,Alameda,FTVL,2020-01-28,7673,7848
Fruitvale,Alameda,FTVL,2020-01-29,7711,7841
Fruitvale,Alameda,FTVL,2020-01-30,7905,7943
Fruitvale,Alameda,FTVL,2020-01-31,7542,7436
Fruitvale,Alameda,FTVL,2020-02-01,3711,3653
Fruitvale,Alameda,FTVL,2020-02-02,2130,2167
Fruitvale,Alameda,FTVL,2020-02-03,7453,7682
Fruitvale,Alameda,FTVL,2020-02-04,7885,8028
Fruitvale,Alameda,FTVL,2020-02-05,7699,7812
Fruitvale,Alameda,FTVL,2020-02-06,7898,7961
Fruitvale,Alameda,FTVL,2020-02-07,7410,7385
Fruitvale,Alameda,FTVL,2020-02-08,3955,3893
Fruitvale,Alameda,FTVL,2020-02-09,1920,1894
Fruitvale,Alameda,FTVL,2020-02-10,7427,7746
Fruitvale,Alameda,FTVL,2020-02-11,8196,8313
Fruitvale,Alameda,FTVL,2020-02-12,7954,8160
Fruitvale,Alameda,FTVL,2020-02-13,8145,8240
Fruitvale,Alameda,FTVL,2020-02-14,7315,7219
Fruitvale,Alameda,FTVL,2020-02-15,3738,3623
Fruitvale,Alameda,FTVL,2020-02-16,2450,2592
Fruitvale,Alameda,FTVL,2020-02-17,3779,3928
Fruitvale,Alameda,FTVL,2020-02-18,7869,8113
Fruitvale,Alameda,FTVL,2020-02-20,7962,8197
Fruitvale,Alameda,FTVL,2020-02-21,7499,7568
Fruitvale,Alameda,FTVL,2020-02-22,3727,3746
Fruitvale,Alameda,FTVL,2020-02-23,2436,2447
Fruitvale,Alameda,FTVL,2020-02-25,8058,8260
Fruitvale,Alameda,FTVL,2020-02-26,8009,8143
Fruitvale,Alameda,FTVL,2020-02-27,8235,8338
Fruitvale,Alameda,FTVL,2020-02-28,7386,7479
Fruitvale,Alameda,FTVL,2020-02-29,3663,3666
Fruitvale,Alameda,FTVL,2020-03-01,2346,2437
Fruitvale,Alameda,FTVL,2020-03-02,7325,7537
Fruitvale,Alameda,FTVL,2020-03-03,7699,7836
Fruitvale,Alameda,FTVL,2020-03-04,7814,7903
Fruitvale,Alameda,FTVL,2020-03-05,7613,7754
Fruitvale,Alameda,FTVL,2020-03-06,6895,6932
Fruitvale,Alameda,FTVL,2020-03-07,3434,3432
Fruitvale,Alameda,FTVL,2020-03-08,2390,2570
Fruitvale,Alameda,FTVL,2020-03-09,6500,6829
Fruitvale,Alameda,FTVL,2020-03-10,6497,6740
Fruitvale,Alameda,FTVL,2020-03-11,6191,6370
Fruitvale,Alameda,FTVL,2020-03-12,5830,5976
Fruitvale,Alameda,FTVL,2020-03-13,5015,5094
Fruitvale,Alameda,FTVL,2020-03-14,1841,1866
Fruitvale,Alameda,FTVL,2020-03-15,1158,1274
Fruitvale,Alameda,FTVL,2020-03-16,3339,3430
Fruitvale,Alameda,FTVL,2020-03-17,1791,1900
Fruitvale,Alameda,FTVL,2020-03-18,1678,1756
Fruitvale,Alameda,FTVL,2020-03-19,1717,1762
Fruitvale,Alameda,FTVL,2020-03-20,1640,1664
Fruitvale,Alameda,FTVL,2020-03-21,888,905
Fruitvale,Alameda,FTVL,2020-03-22,589,603
Fruitvale,Alameda,FTVL,2020-03-23,1352,1326
Fruitvale,Alameda,FTVL,2020-03-24,1259,1265
Fruitvale,Alameda,FTVL,2020-03-25,1324,1338
Fruitvale,Alameda,FTVL,2020-03-26,1313,1341
Fruitvale,Alameda,FTVL,2020-03-27,1307,1313
Fruitvale,Alameda,FTVL,2020-03-28,567,628
Fruitvale,Alameda,FTVL,2020-03-29,468,482
Fruitvale,Alameda,FTVL,2020-03-30,1183,1186
Fruitvale,Alameda,FTVL,2020-03-31,1284,1265
Fruitvale,Alameda,FTVL,2020-04-01,1284,1338
Fruitvale,Alameda,FTVL,2020-04-02,1190,1223
Fruitvale,Alameda,FTVL,2020-04-03,1263,1236
Fruitvale,Alameda,FTVL,2020-04-04,567,627
Fruitvale,Alameda,FTVL,2020-04-05,351,382
Fruitvale,Alameda,FTVL,2020-04-06,1020,1047
Fruitvale,Alameda,FTVL,2020-04-07,1145,1160
Fruitvale,Alameda,FTVL,2020-04-08,1118,1146
Fruitvale,Alameda,FTVL,2020-04-09,1075,1057
Fruitvale,Alameda,FTVL,2020-04-10,1116,1116
Fruitvale,Alameda,FTVL,2020-04-11,622,599
Fruitvale,Alameda,FTVL,2020-04-12,377,398
Fruitvale,Alameda,FTVL,2020-04-13,1044,1076
Fruitvale,Alameda,FTVL,2020-04-14,1066,1018
Fruitvale,Alameda,FTVL,2020-04-15,1109,1103
Fruitvale,Alameda,FTVL,2020-04-16,1054,1024
Fruitvale,Alameda,FTVL,2020-04-17,1091,1062
Fruitvale,Alameda,FTVL,2020-04-18,625,611
Fruitvale,Alameda,FTVL,2020-04-19,450,440
Fruitvale,Alameda,FTVL,2020-04-20,1042,1070
Fruitvale,Alameda,FTVL,2020-04-21,1075,1049
Fruitvale,Alameda,FTVL,2020-04-22,1120,1137
Fruitvale,Alameda,FTVL,2020-04-23,1071,1072
Fruitvale,Alameda,FTVL,2020-04-24,1168,1131
